256,512,768,1024,1280,1536,1792,2048,2304,2560,2816,3072,3328,3584,3840,4096,4352,4608,4864,5120,5376,5632,5888,6144,6400,6656,6912,7168,7424,7680,7936,8192,8448,8704,8960,9216,9472,9728,9984,10240,10496,10752,11008,11264,11520,11776,12032,12288,12544,12800,13056,13312,13568,13824,14080,14336,14592,14848,15104,15360,15616,15872,16128,16384,16640,16896,17152,17408,17664,17920,18176,18432,18688,18944,19200,19456,19712,19968,20224,20480,20736,20992,21248,21504,21760,22016,22272,22528,22784,23040,23296,23552,23808,24064,24320,24576,24832,25088,25344,25600
872,1274,1490,13685,2158,18260,17438,25966,30006,8005,29774,5056,36544,19299,11492,11674,15291,46443,10982,8147,13229,18198,28893,19863,20304,22506,33905,24735,27616,26578,23322,27415,11949,12640,31313,43043,40196,35997,38643,36360,32183,36479,38285,36671,38820,41739,38448,53194,39612,38405,40118,41973,45785,41592,91633,45153,48062,43470,50798,46678,47835,49697,49098,55416,25599,53795,23061,29100,28157,40371,34035,34426,35003,34202,38299,55417,61647,39975,48777,40369,43728,46526,55095,53845,53368,74973,73811,74013,82820,118982,80034,80863,76722,80509,81069,84786,86994,85197,79919,80803
456,870,787,1145,1543,1577,1983,3219,7845,2694,2827,2992,3427,3510,4412,3550,4116,4738,4247,4468,4713,5211,6886,5809,5634,6056,6353,6539,7921,6560,6267,7059,6537,7520,11915,11699,11202,10760,9259,10437,8444,10382,13085,14688,9833,13260,9740,37807,11866,11232,12576,12700,12293,13049,59069,12213,13548,12781,13733,13243,12941,15506,13518,15120,15647,14827,14562,16360,14880,19843,16837,18075,16784,16345,19124,25899,19246,20024,19972,15365,17003,16843,18986,18052,18985,18554,19964,19173,21068,45885,29294,28294,20865,30027,21283,21133,22464,21979,20687,21912
390,575,928,1869,1274,1543,1792,2585,5549,1931,2467,3025,2586,3531,3199,2895,3588,4193,3794,4210,4756,4561,5251,5337,5296,5466,4918,6364,5573,5966,5458,6034,6178,7262,7808,9570,7449,8312,7081,7242,6738,7857,9208,9390,7723,9555,8062,31228,8876,8940,9380,10162,11282,9836,50973,11675,12314,11617,12705,11127,12972,12596,13456,12831,14714,11987,13697,14159,13531,19401,16056,16295,15233,14786,16452,18431,15797,16781,17151,16361,16908,17214,18686,18277,18714,18621,20440,18260,20387,49515,21487,20786,20488,22268,21103,21112,22680,22021,21563,22303
375,635,803,1006,1118,1113,1771,1586,6686,2230,2295,2540,2574,3016,2831,2588,3315,3516,3675,3892,4346,4224,5512,5034,4996,4886,4659,5465,5076,5799,5026,6056,6291,7023,6959,8871,6989,7533,6948,7172,6664,7820,8653,9497,7717,9052,7692,28004,8911,9246,8896,10174,11734,9673,45270,11699,12502,11373,11943,11471,12104,11842,12419,12906,13754,11599,13995,14097,13047,25746,15368,15091,14703,14058,15847,18615,15293,16356,17062,15548,16369,16493,18930,17868,29867,18817,20091,18834,20188,46940,21640,20157,21109,21829,21056,21390,23023,22762,21622,22373
570,660,716,1086,1055,1125,1565,1639,4781,1870,2247,2454,2611,3498,2712,2539,3095,3521,3485,4024,4316,4057,4712,4771,4883,4903,4680,5368,5395,5367,4933,5876,5669,7090,6555,9066,7446,7842,6445,6627,6946,7529,9033,8939,7783,8735,7520,27028,8681,8824,8589,9691,11006,8834,23827,11463,12234,11391,12503,11642,12502,11706,12833,12695,14088,11282,13369,14241,13740,28557,15499,14730,14965,14185,16221,18448,15400,16289,16880,16174,16612,17105,19163,18365,20573,19059,20518,18574,27470,48164,20042,20176,20476,21822,21313,21640,23253,22575,21680,22599
407,629,994,878,1279,1224,1787,1710,7481,2240,2363,2477,2757,3052,2796,2554,3177,3604,3489,3816,4302,4121,5577,4737,4957,4945,4789,5559,5306,5884,5216,5835,17546,6941,6406,7933,6894,7673,6599,7154,6604,7397,8535,9060,7388,9265,7724,24477,8369,8598,8556,9621,11217,9192,24700,11766,12728,11062,12684,11815,12498,12112,13481,12889,13100,11810,13270,13660,13498,17796,15020,14686,14533,13817,15574,18086,15361,15962,17555,16849,16964,17608,19226,18771,19667,19007,20958,18494,19981,73776,19861,19589,20599,20563,21320,21361,23014,22693,22210,22195
352,650,820,1209,1089,1375,1910,1904,6316,1870,2266,2328,2532,3310,2779,2593,3275,3547,3323,4078,4077,4469,4871,5120,4817,4814,4765,5513,5106,5787,5047,5922,6535,6740,6285,8138,6945,7969,6633,7110,6781,7550,8295,9702,7496,9055,7519,21776,8818,8641,8769,9936,11865,8925,29762,11622,12649,11527,12900,11007,12778,11672,12745,13055,13131,11845,12700,14036,13553,15048,15039,14659,14887,13978,15618,18113,26408,15565,16595,16673,16842,16994,18918,18011,27664,19145,20425,18776,20664,43976,19516,18674,20422,20220,20685,21876,22653,23089,21650,22389
379,625,747,1071,978,1673,1755,1657,6260,2083,2191,2221,2554,2794,2954,2700,3231,3540,3483,3991,4448,4124,5131,5037,5040,4874,5072,5834,5207,5674,5033,5900,6375,7079,6266,8820,6659,8029,6913,6891,6615,7311,8695,8714,7917,8926,32215,22925,8467,9256,8462,9879,11693,8925,51070,11561,12468,11643,12431,12230,12238,12329,12799,12388,12911,11655,12800,13470,12783,14861,14367,14396,14627,13506,15723,21206,15573,15072,16944,16280,16311,17061,18477,17480,17801,18277,20649,18497,20400,45031,19815,19097,20095,20398,21059,20801,22691,22706,21597,22090
360,559,782,1190,1140,1369,1565,1859,7618,1771,2091,2245,2581,2743,2573,2500,3066,3570,3540,4076,4247,4342,5025,4804,5009,5037,5024,5652,5527,5613,5275,5795,6418,6080,5812,9023,7037,7609,6937,6688,6903,7343,8715,8731,8288,8640,9405,22703,8488,8492,8678,10051,11523,8971,41273,11250,13837,11777,12111,12112,12297,11301,12797,13062,12475,11796,12884,13731,13425,15485,14843,14099,15223,14072,15819,23939,16161,14949,17251,16374,16330,17236,18602,17790,17815,18781,19848,18146,19903,46851,19735,18953,20063,19840,20866,21457,22872,22574,21409,21803
